"Sector","Indicator_Group_Code","Indicator_Group_Name","Indicator_Code","Indicator_Name","Disaggregation_Type","Level_Of_Difficulty","Sex","Location","Age","Type_Of_Disability","Country_Code","Country_Name","Time","Data","Units_Of_Measure"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","BTN","Bhutan",2017,50.12472582,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","BOL","Bolivia",2021,61.43520997,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","BIH","Bosnia and Herzegovina",2015,42.36752037,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","BRA","Brazil",2022,66.41252356,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","BFA","Burkina Faso",2018,60.63589897,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","KHM","Cambodia",2019,74.96150384,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","KHM","Cambodia",2022,78.80348361,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","TCD","Chad",2018,45.74270141,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","CHL","Chile",2017,60.14203198,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","COL","Colombia",2022,60.83541823,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","COM","Comoros",2020,47.29855723,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","CIV","Cote d'Ivoire",2018,55.85126288,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","DJI","Djibouti",2017,20.81054863,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","SWZ","Eswatini",2016,53.28495467,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","ETH","Ethiopia",2021,58.12242841,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","GAB","Gabon",2017,43.75464156,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","GMB","Gambia, The",2018,54.98231011,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","GHA","Ghana",2021,53.10628898,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","GTM","Guatemala",2018,43.73414003,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","GIN","Guinea",2018,58.9404372,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","GNB","Guinea-Bissau",2018,47.0649717,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_none_dfcl_urb","Employment to population ratio (% of Persons living in urban areas with no functional difficulty)","Level of difficulty, Location","No difficulty","All","Urban","All","All","HTI","Haiti",2017,46.51120922,"Percent"
